Period: 1056.5451773349384 log Prob: -117.28679379786479 Param: [5.0111019248146085e-6, 224.70077437141802, 2.4335037687948067e6, 0.01468998547399217, 0.0049610649400036455, 3.0239768936264924e-6, 365.256287395715, 2.4336244093192467e6, 0.03032844334810812, 0.004228096594535597, 3.693506086074823e-6, 1056.5451773349384, 2.4377469579997584e6, 0.013945628403867802, 0.031200841452065857, 0.0014381245230615056, 5210.082605721911, 2.439567820608838e6, 0.032032283680155454, -0.017978908653977766]
Period: 1069.4726322703868 log Prob: -116.88449098268075 Param: [5.00583904283072e-6, 224.70077415756995, 2.4335037687962544e6, 0.015343480515325424, 0.0038125579635327916, 3.0230796934836323e-6, 365.2561980868378, 2.4336244103275845e6, 0.03073467939400901, 0.003399542302938248, 4.352561761711138e-6, 1069.4726322703868, 2.4377648415393033e6, 0.028347704791597438, 0.049176729608193345, 0.0014302587498539277, 5222.330276811707, 2.4395810629165913e6, 0.03240942936606222, -0.01885489191551803]
Period: 1082.5582622604322 log Prob: -116.67911344321799 Param: [4.941947869854892e-6, 224.70077404651633, 2.433503768800335e6, 0.015166266921322624, 0.006893937427886899, 2.9859648621301933e-6, 365.2551733403106, 2.433624421467654e6, 0.030610752505108453, 0.005706555232209691, 8.769135663791168e-6, 1082.5582622604322, 2.4378221551526887e6, 0.17054993321334502, 0.08239091937778363, 0.001446397649135517, 5234.285493569902, 2.4395732254877663e6, 0.03803740492983369, -0.01726926968067452]
Period: 1095.8040026703877 log Prob: -118.0890080656984 Param: [4.997377529998038e-6, 224.70077435024703, 2.433503768787869e6, 0.01623777662736538, -0.005766343886415227, 3.0277735557782403e-6, 365.25632656244403, 2.433624420399756e6, 0.03132639608586439, -0.004246817832438433, 3.0492273964028987e-6, 1095.8040026703877, 2.437691615465888e6, 0.01577447007410808, 0.00043496460775127246, 0.0013652710289781534, 5213.75505009657, 2.439652968478653e6, 0.02224272850845461, -0.01996517531104804]
Period: 1109.2118125459099 log Prob: -116.7014888671367 Param: [4.583987940850056e-6, 224.70077820709994, 2.43350376873504e6, 0.010713502077233747, 0.0024046442700434603, 3.012228010407972e-6, 365.2567882277718, 2.4336244065416534e6, 0.026952503920887213, 0.002022748288637441, 9.68288652741251e-6, 1109.2118125459099, 2.437074085244904e6, -0.04751612175788797, -0.031959368213918295, 0.0013170290812405464, 5014.973782014248, 2.439490063911929e6, 0.02292946246118327, -0.018476594725035222]
Period: 1122.7836749027333 log Prob: -116.03732587893673 Param: [4.78260131374466e-6, 224.70077631034408, 2.433503768763669e6, 0.011361718158221023, 0.007802003430119211, 3.0088509557838085e-6, 365.25637704220605, 2.433624408810503e6, 0.027934804711538322, 0.006455521630958896, 5.011309686504465e-6, 1122.7836749027333, 2.4376141055694427e6, 0.003252248413814229, 0.031577202453489904, 0.0014046323501198125, 5087.989824389937, 2.439481612367573e6, 0.028048382133727838, -0.01991480282105089]
Period: 1136.5215970199633 log Prob: -114.92525881791362 Param: [4.691074278946196e-6, 224.7007753135427, 2.433503768778568e6, 0.013461053047102406, 0.01444658353702678, 3.022212616723193e-6, 365.25632010091965, 2.4336244090565075e6, 0.029182110317582055, 0.01172281649774915, 6.472275769669446e-6, 1136.5215970199633, 2.4375962638459383e6, -0.004733117475226545, 0.007654251205190365, 0.0013170616324818633, 5109.638807794882, 2.4394414860987826e6, 0.02719743099311125, -0.02346298439811744]
Period: 1150.4276107369546 log Prob: -114.00535771895284 Param: [4.5245480727128065e-6, 224.70077423386226, 2.4335037687955354e6, 0.017927626220334298, 0.020518115535165932, 3.0538201829897487e-6, 365.2563161608633, 2.433624408983618e6, 0.032129597521356565, 0.016534941103039956, 8.550897257151849e-6, 1150.4276107369546, 2.4376051030721264e6, -0.0032984758003235136, 0.004935558292590797, 0.0011777596101344007, 5133.63639433368, 2.4394143525942694e6, 0.023266407894941492, -0.027102410772126422]
Period: 1164.5037727538136 log Prob: -114.34906073840989 Param: [4.405280967204765e-6, 224.70077358682096, 2.4335037688104217e6, 0.023007987366615856, 0.023044186057479342, 3.0878912046975083e-6, 365.2563275147166, 2.433624408816802e6, 0.035779749551680624, 0.01856102137694941, 1.0188241985890154e-5, 1164.5037727538136, 2.4376185381924e6, -0.006565391152776864, 0.008422674258647308, 0.0010847778557205837, 5164.335897671053, 2.439425499036842e6, 0.01901128632099786, -0.024738398429889605]
Period: 1178.7521649355929 log Prob: -115.93933006835158 Param: [4.7278847468173855e-6, 224.7007733289976, 2.4335037688409146e6, 0.016605761390374243, 0.01926108701073468, 3.0330595548546214e-6, 365.2563350714057, 2.4336244087056136e6, 0.031183553196981448, 0.015360622421880177, 6.738678468852395e-6, 1178.7521649355929, 2.437613304779686e6, -0.0632241945179288, 0.027031977696009808, 0.001288711684899985, 5262.650038614098, 2.439528854397393e6, 0.018594319083362204, -0.0014745965372789229]
Period: 1193.1748946201906 log Prob: -118.64978271543609 Param: [4.9309452329708195e-6, 224.70077290729466, 2.4335037688340144e6, 0.019097333755418534, 0.004460189716291292, 3.0414466618762716e-6, 365.25633272397306, 2.4336244087534435e6, 0.03293276764234058, 0.0037697220743567296, 3.7350359442528882e-6, 1193.1748946201906, 2.437654762206144e6, -0.0905110991084338, 0.07242991651177327, 0.0013348013346072536, 5327.970574944553, 2.439648607518183e6, 0.018043457784124584, -0.0066552448383842555]
Period: 1207.7740949300344 log Prob: -119.3862411445505 Param: [5.449419636113073e-6, 224.70077440399217, 2.4335037687877705e6, 0.016598604723885035, -0.003793270568148927, 3.0035813765301208e-6, 365.2563426421952, 2.433624408708638e6, 0.031824434676045316, -0.0028347649960392693, 5.204728471573107e-6, 1207.7740949300344, 2.437438436288796e6, 0.044388598849201974, 0.025532462204843627, 0.0013790528292655527, 5242.701587742937, 2.439641143343908e6, 0.030040826701725608, -0.019561296444177857]
Period: 1222.5519250875625 log Prob: -119.07480038919799 Param: [5.361615239773522e-6, 224.70077711950128, 2.433503768742131e6, 0.014844968811852068, -0.005374379822571813, 3.008260005587439e-6, 365.2563648114099, 2.4336244084895635e6, 0.030693989161023814, -0.003939009254526319, 5.401525206179907e-6, 1222.5519250875625, 2.437463287064137e6, 0.04250461624278375, 0.08984116386759655, 0.0011898557849724129, 5065.477001649453, 2.4395468265528935e6, 0.02845770861434294, -0.02577038932844335]
Period: 1237.5105707345767 log Prob: -118.82004879122937 Param: [5.208399227444084e-6, 224.7007801823845, 2.4335037686945284e6, 0.01132157323277863, -0.006471674421029544, 3.0042225500133567e-6, 365.2563761415925, 2.433624408364767e6, 0.02794430997179143, -0.0046936378329989785, 4.987220713839297e-6, 1237.5105707345767, 2.4374943524040524e6, 0.05087516735256318, 0.1516665073607048, 0.0010070449040521696, 4909.42663986698, 2.4394672689297935e6, 0.01620582847317146, -0.03083329149571838]
Period: 1252.652244255502 log Prob: -118.58389381398804 Param: [5.119408437004523e-6, 224.70078471034202, 2.4335037686245427e6, 0.00946368913491826, -0.009328545510010472, 3.002858702014854e-6, 365.25639124923396, 2.4336244081895305e6, 0.026144479232466124, -0.006984427632312698, 1.191002951540782e-6, 1252.652244255502, 2.436977530736532e6, -0.7319229461105344, -0.7393840025431362, 0.0006873744616827693, 4698.7140830937815, 2.439371180529926e6, -0.025663746002127154, -0.042216622626732404]
Period: 1267.9791851045895 log Prob: -115.49566955191771 Param: [4.888795645252144e-6, 224.7007729958926, 2.433503768858219e6, -0.005692478926677061, -0.019940244475228755, 2.871158354834466e-6, 365.2563205748651, 2.433624408851373e6, 0.013803010535366693, -0.015847793576004444, 5.88512907882442e-6, 1267.9791851045895, 2.437082629742329e6, 0.348145646322237, -0.3554107293882523, 0.0020040909857790743, 5443.894445188255, 2.4405346301485472e6, 0.054406259440125115, 0.030194882909118557]
Period: 1283.4936601371428 log Prob: -115.35471593910987 Param: [4.58229737457911e-6, 224.70077650702095, 2.4335037688053832e6, -0.014759802144934093, -0.01808504925845398, 2.8408871657124196e-6, 365.2563591788501, 2.433624408481709e6, 0.005179612147017568, -0.014736607984411678, 5.817205421309454e-6, 1283.4936601371428, 2.4370872991499654e6, 0.4547846251132648, -0.26827190323673256, 0.0017461606408455577, 4999.039826163114, 2.4403710790301883e6, 0.06346933210132372, 0.03698808961905723]
Period: 1299.1979639447766 log Prob: -117.75378756745064 Param: [5.043853426678153e-6, 224.70077017321358, 2.4335037688619755e6, 0.010410937521650057, -0.013796140377228486, 2.977528456391086e-6, 365.25629669589046, 2.4336244091501837e6, 0.02646287135077289, -0.010119425565505645, 1.94511304382802e-6, 1299.1979639447766, 2.4371606549388706e6, 0.8966364457131131, 0.09392009046697562, 0.001435972613788668, 5797.783379696114, 2.4401461332575884e6, 0.007910585262736098, -0.004613046597738733]
Period: 1315.09441919479 log Prob: -117.25592240076718 Param: [5.041835461787791e-6, 224.700771127163, 2.4335037688415833e6, 0.009447492497655889, -0.010287124397083177, 2.964965869159425e-6, 365.2562993867852, 2.4336244091146234e6, 0.02600093838855618, -0.00712951184827967, 2.7900462630924238e-6, 1315.09441919479, 2.4371928216148387e6, 0.6504341298070305, 0.21607561380173648, 0.0017241074525164285, 5784.709304278147, 2.4400527030890263e6, 0.026332199914696645, -0.010573523563114678]
Period: 1331.1853769736945 log Prob: -117.14543558762209 Param: [4.948911349707431e-6, 224.700772717226, 2.433503768813637e6, 0.007638954950911298, -0.005537432222383199, 2.966178281463431e-6, 365.2563120610813, 2.4336244089760613e6, 0.024706958208124134, -0.003149519390404464, 7.983683579008012e-6, 1331.1853769736945, 2.4380093288011495e6, 0.20109395520788464, -0.08667287718242998, 0.0018345131360608424, 5571.588426972375, 2.439854208147885e6, 0.037658335394757464, -0.014574807231535541]
Period: 1347.4732171349297 log Prob: -116.80692338933201 Param: [4.949900793498326e-6, 224.70077397282276, 2.43350376879194e6, 0.00679008586576797, -0.002818881811465922, 2.965425190534879e-6, 365.25631914303716, 2.4336244088903763e6, 0.02422184220078681, -0.0009957094630138384, 8.621073355527931e-6, 1347.4732171349297, 2.438028385702022e6, 0.15219467987086516, -0.11276598947497549, 0.0019097367953297083, 5432.15358492087, 2.439737529055918e6, 0.044284540936059505, -0.016237165321121606]
Period: 1363.9603486508543 log Prob: -115.56623568384867 Param: [5.051102687083255e-6, 224.7007741942963, 2.4335037687855503e6, 0.006004926234004426, -0.004586152379844116, 2.9604976705877804e-6, 365.25632549308676, 2.433624408817179e6, 0.023117843424344652, -0.002847547609858027, 1.319675611150845e-6, 1363.9603486508543, 2.437640656446439e6, 0.5498090238118707, 1.40390915653944, 0.0020030350548341327, 5382.189915951739, 2.439724232621413e6, 0.04857138342513159, -0.015530159941862083]
Period: 1380.649209969024 log Prob: -114.32137324877837 Param: [5.077007416365207e-6, 224.70077491428958, 2.4335037687730556e6, 0.004835383199849264, -0.0033745135172756767, 2.9609464365595637e-6, 365.2563340660287, 2.433624408732383e6, 0.02172268375706891, -0.0022251296442264332, 1.451921313948627e-6, 1380.649209969024, 2.439017727041635e6, 0.9484893438391936, 1.3378332327700042, 0.0020282390941861925, 5278.2857652367375, 2.439652605780492e6, 0.05230484314903488, -0.016599408005521416]
Period: 1397.5422693728424 log Prob: -112.89615668013657 Param: [5.1260545678721415e-6, 224.7007753349597, 2.433503768768574e6, 0.004874721192639203, -0.004086109385197431, 2.965322410122838e-6, 365.256342973194, 2.4336244086554106e6, 0.020972116341734348, -0.002892836678690252, 1.7836820133292665e-6, 1397.5422693728424, 2.4376818546167146e6, 0.5243490118898048, 1.4901622333333773, 0.0019641626736940448, 5180.676190288155, 2.4396189814334456e6, 0.052852026577338784, -0.015819603105960173]
Period: 1414.642025346624 log Prob: -111.4973701308113 Param: [5.221172029275549e-6, 224.7007750838406, 2.4335037687777285e6, 0.0073292352132059545, -0.007464638384357537, 2.9775901376764865e-6, 365.2563464524081, 2.4336244086466595e6, 0.021928425160083052, -0.00513948867549574, 3.4178766760100335e-6, 1414.642025346624, 2.4388131974824485e6, 0.0014578279744806083, 0.9409797197045169, 0.0017714719183427791, 5112.078321816334, 2.4396352114897836e6, 0.047236463122611747, -0.013896372023592502]
Period: 1431.9510069451103 log Prob: -109.9514432092155 Param: [5.332893110077674e-6, 224.7007747021894, 2.433503768786581e6, 0.011230962514003441, -0.008596250331108965, 2.9935322401597075e-6, 365.25635025982604, 2.433624408631193e6, 0.02382731396965343, -0.005649125380784746, 8.17762913237299e-6, 1431.9510069451103, 2.438628591854419e6, 0.09296699716186059, 0.47437221352459014, 0.0015371393156740007, 5054.785147084681, 2.4396206099224263e6, 0.03854652151169291, -0.01487027111478825]
Period: 1449.471774167529 log Prob: -108.78955843719604 Param: [5.559205835803832e-6, 224.70077390885095, 2.4335037687991494e6, 0.020495287444325872, -0.00891754939375029, 3.0338278170952654e-6, 365.2563542732889, 2.4336244086030084e6, 0.029620726074289512, -0.0061652521529841535, 1.4327671187458722e-5, 1449.471774167529, 2.4371608531719963e6, 0.08315103204468913, 0.3710196329676105, 0.001186010307957761, 5017.5673883459185, 2.4395860135760694e6, 0.01827233831882082, -0.020264638438519417]
Period: 1467.2069183362055 log Prob: -110.566061257056 Param: [6.019195174458256e-6, 224.70077103923256, 2.4335037688484658e6, 0.038672177406213044, -0.008879658187773885, 3.132946951212308e-6, 365.25634474640196, 2.4336244085679245e6, 0.04345934583899078, -0.005506475947594154, 2.8440495247111027e-5, 1467.2069183362055, 2.4375086728619696e6, 0.21247601530541835, -0.09812803678319931, 0.0008866458167159473, 5117.0483526265325, 2.439610954301101e6, -0.019492704535490266, -0.028549503162249756]
Period: 1485.1590624798328 log Prob: -112.49730906109885 Param: [5.536319541896016e-6, 224.70077165225703, 2.4335037688375576e6, 0.023529273687625016, -0.007220762868455171, 3.0480558392017286e-6, 365.2563423739065, 2.433624408702036e6, 0.033512640036218865, -0.0043629421826943725, 3.1637402994298965e-5, 1485.1590624798328, 2.4380646795949717e6, 0.05717119510714852, 0.008293527471496415, 0.001154296214705002, 5196.514370704279, 2.4396663114021067e6, 0.007365297167535411, -0.02050385951648228]
Period: 1503.3308617214057 log Prob: -113.65718998888515 Param: [5.403189626894983e-6, 224.70077205805256, 2.433503768830423e6, 0.02014657903033859, -0.007800854054788772, 3.0316771332106224e-6, 365.2563386443607, 2.433624408727944e6, 0.03190148974181152, -0.004732164603575804, 2.6307270889904374e-5, 1503.3308617214057, 2.43807790888788e6, 0.043453494290055905, 0.0006354358797066975, 0.0012710204899957537, 5235.176785347544, 2.439695607286679e6, 0.015281516225036781, -0.017860233203828884]
Period: 1521.7250036709186 log Prob: -114.59533586642263 Param: [5.306886601857622e-6, 224.70077259552875, 2.4335037688218355e6, 0.01780082487459412, -0.008876195148568813, 3.0197793544843755e-6, 365.2563353578085, 2.4336244087566803e6, 0.030807248059195273, -0.005578288878231076, 2.2540380036103337e-5, 1521.7250036709186, 2.438099738157687e6, 0.031501555005848815, -0.00398957295364324, 0.001352915773640954, 5245.35083375883, 2.439714587464423e6, 0.020207287727348727, -0.01578738413808977]
Period: 1540.3442088228685 log Prob: -115.29465569057572 Param: [5.22061519455301e-6, 224.700773132868, 2.433503768813829e6, 0.016006598349549386, -0.009860219732424765, 3.011489709276342e-6, 365.256332953749, 2.4336244087797785e6, 0.029871500943848772, -0.006416777103583276, 2.0230281996124556e-5, 1540.3442088228685, 2.4381333134132805e6, 0.020745129086349307, 0.005273003810179114, 0.0014060429673942519, 5236.942684452954, 2.4397234636180224e6, 0.023430231188266176, -0.014213604499669031]
Period: 1559.1912309586044 log Prob: -115.76333511333212 Param: [5.159648885011401e-6, 224.70077352462047, 2.4335037688076855e6, 0.014684494395673294, -0.009866334351905605, 3.0072866458919707e-6, 365.25633225464094, 2.4336244087838796e6, 0.029023363755416854, -0.006587432714364377, 1.906968618825285e-5, 1559.1912309586044, 2.4381649720122754e6, 0.030495426301274903, 0.03308791521937603, 0.0014419638608801919, 5225.193363390815, 2.4397184500877066e6, 0.02601805486708729, -0.013715600446709275]
Period: 1578.2688575536245 log Prob: -115.69973740502189 Param: [5.1514341238264e-6, 224.70077380014067, 2.433503768802379e6, 0.013696418097831516, -0.008970852622189543, 3.002581457641346e-6, 365.2563328606196, 2.433624408772511e6, 0.028343438926244007, -0.006054722389734093, 1.9075918120553477e-5, 1578.2688575536245, 2.438190518630539e6, 0.0585723185203305, 0.07471003054460111, 0.0014805291574962738, 5217.437717558147, 2.439702765978047e6, 0.028928942791421053, -0.014071686581206954]
Period: 1597.5799101898335 log Prob: -115.1971463402557 Param: [5.134601876308459e-6, 224.70077410069965, 2.4335037687970554e6, 0.012682374225175081, -0.00903930457040641, 2.996271826218892e-6, 365.25633347387986, 2.433624408763923e6, 0.027671039559774145, -0.006083425177203909, 2.1215077856403056e-5, 1597.5799101898335, 2.4382176289151097e6, 0.09047026788685994, 0.09551928370720854, 0.001521046527331171, 5211.938221883628, 2.439699370721007e6, 0.03162310555424304, -0.013732412705934869]
Period: 1617.1272449728588 log Prob: -114.53706181325708 Param: [5.14176108518537e-6, 224.7007743219965, 2.4335037687901016e6, 0.017125407190088336, -0.007572635791797875, 3.020734774325132e-6, 365.2563333906055, 2.4336244087604787e6, 0.031910671985580855, -0.005295215780886211, 8.665025525366825e-7, 1617.1272449728588, 2.437463004969591e6, 5.380108543254882, 0.6542772124150851, 0.0014512907758789226, 5190.296459008976, 2.439653193733257e6, 0.029897261363844796, -0.018442228924651798]
Period: 1636.9137529544735 log Prob: -115.81476625965831 Param: [4.956915526515106e-6, 224.70077468950905, 2.433503768788455e6, 0.010886525461865231, -0.012649731497189086, 2.9908002285721396e-6, 365.2563339781759, 2.433624408773133e6, 0.0264487961114877, -0.008963409722533563, 2.5170829854355028e-5, 1636.9137529544735, 2.4382423387141027e6, 0.13154797560245007, 0.06295169633677208, 0.0015193522400918532, 5197.110505457707, 2.439732535550458e6, 0.03139712064833982, -0.011556571535889988]
Period: 1656.942360560172 log Prob: -116.52593976359822 Param: [4.902743466169493e-6, 224.70077496444446, 2.4335037687796424e6, 0.012083344902966317, -0.0043890995413553395, 3.001470502380962e-6, 365.25633492160256, 2.4336244087718576e6, 0.027705460647149602, -0.0034594531304952673, 1.934082637457514e-5, 1656.942360560172, 2.437636470483892e6, 0.18998467534055252, -0.09814103025846344, 0.001492092710020379, 5179.355865014237, 2.4396378575740643e6, 0.031479638715417174, -0.018289725100280794]
Period: 1677.2160300220019 log Prob: -113.84181773016559 Param: [4.602804370112262e-6, 224.70077611684823, 2.4335037687642504e6, 0.010494602419063618, -0.005966954096001495, 3.010259282712844e-6, 365.2563395003647, 2.4336244087289544e6, 0.025977463030334626, -0.00430762033495914, 1.9759259135394985e-6, 1677.2160300220019, 2.437467212429586e6, 2.7268916604552755, 0.7358860300504596, 0.0014454683451498754, 5122.109292684851, 2.439634789508842e6, 0.031328396184812576, -0.01653005105463662]
Period: 1697.737759816664 log Prob: -113.73091270701825 Param: [4.482448928837232e-6, 224.70077606092886, 2.433503768764604e6, 0.010532931454658778, -0.0033400466865714227, 3.0158028667084728e-6, 365.25634057632317, 2.433624408718396e6, 0.02567633234171072, -0.0023044368742943864, 1.9450328209767345e-6, 1697.737759816664, 2.439193600380167e6, 3.0399438954931965, 0.803753667210752, 0.0014275229910444963, 5125.364140146393, 2.439613580431099e6, 0.031121468613877407, -0.018030515669787292]
Period: 1718.510585109002 log Prob: -111.68763632052084 Param: [3.6856228403101896e-6, 224.70077626972758, 2.4335037687623845e6, 0.011924700640679834, 0.0057387828352026314, 3.0711930547557964e-6, 365.25636118241357, 2.433624408520093e6, 0.02519585422322649, 0.004653335853895892, 4.690549728751103e-5, 1718.510585109002, 2.437652425474725e6, 0.27272221325149454, -0.034329990019019284, 0.0011576218958522367, 4987.071579272178, 2.439490153516338e6, 0.021621844544001786, -0.024833687504633318]
Period: 1739.5375782008903 log Prob: -106.82354559152569 Param: [2.1086008941594375e-6, 224.7007819382227, 2.4335037686729734e6, 0.009868492837521834, 0.01044903085523051, 3.122272443282712e-6, 365.25641600636646, 2.433624407976504e6, 0.02027931629765901, 0.009067234084613152, 8.720580309613812e-5, 1739.5375782008903, 2.4376828326409073e6, 0.29669909748398576, 0.038025019671602864, 0.0008581082116291811, 4476.988263309469, 2.4391896352348896e6, 0.02100367262777458, -0.03696260270200285]
Period: 1760.821848985633 log Prob: -112.20329173493673 Param: [2.8123664816114958e-6, 224.70077746225977, 2.4335037687441497e6, 0.02798651748888908, -0.0013958367118128995, 3.2127918717517424e-6, 365.25638160503445, 2.433624408280941e6, 0.035395077382668345, -0.00037826471831923326, 7.942433480725834e-5, 1760.821848985633, 2.4376805447758744e6, 0.2908497148234863, 0.015436207846940072, 0.0007140686311341584, 4798.026185021909, 2.439411100529305e6, -0.024986766543630353, -0.04028671691510631]
Period: 1782.366545407924 log Prob: -115.40978554936817 Param: [4.855796761063611e-6, 224.7007743337201, 2.4335037687802743e6, 0.007823905110770447, 0.012993837238743521, 2.9876817193346094e-6, 365.25633445936256, 2.433624408739496e6, 0.024113146745650148, 0.010469081425313725, 4.867165718542489e-5, 1782.366545407924, 2.4375770331110205e6, 0.16590434660022912, -0.07176320999262001, 0.0016824999815661646, 5292.643040839609, 2.4395011118489993e6, 0.045827844645931204, -0.02654356943470251]
Period: 1804.1748539294128 log Prob: -116.38271671314477 Param: [5.192711108356389e-6, 224.7007756822605, 2.433503768759534e6, 0.005406735746714761, 0.005427936333139581, 2.953136335572744e-6, 365.25632776863307, 2.433624408812355e6, 0.022950126329734068, 0.004427046224407156, 4.5422424372619897e-5, 1804.1748539294128, 2.4375480918318913e6, 0.12528164676395198, -0.13410462310552315, 0.0020046647342852283, 5335.1305145168435, 2.439599153391591e6, 0.05303786987772225, -0.01947234231646096]
Period: 1826.2500000000005 log Prob: -116.965997923815 Param: [5.359742459861689e-6, 224.7007760898608, 2.433503768758614e6, 0.006186108934395589, -0.007681461644145883, 2.9433618856248767e-6, 365.25632316960656, 2.433624408880922e6, 0.02372712869067185, -0.005921922889874211, 4.511364023542531e-6, 1826.2500000000005, 2.4395134539587204e6, 0.06524756916249182, 1.9144703202681046, 0.0020062263147127843, 5362.5910471424495, 2.439759883512921e6, 0.049104942855912, -0.013279523715853425]
Finished 4-planet fit w/ fixed period: [5.00418605626227e-6, 224.70077494621952, 2.4335037687936607e6, 0.009775789738158666, -0.014118452823194462, 2.8644377453820695e-6, 365.2563400336016, 2.433624408704028e6, 0.02089403946025024, -0.007011501561580979, 2.240896227027323e-6, 880.3675366781656, 2.43741059032273e6, 0.37685622984330686, -0.10241108134897811, 0.0014763846562804823, 5046.7899469548465, 2.4397952670983844e6, 0.032857192963477236, -0.0045140424905404115]
Finished global 4-planet fit.
New 4-planet chi-square: 59.25404626824091
Maximum: -106.12768579739534 Param: [5.118444030986007e-6, 224.70077419255358, 2.433503768804762e6, 0.013376147913735644, -0.014600690405585311, 2.8787472965603522e-6, 365.2563377435921, 2.4336244087253846e6, 0.023604167175926165, -0.007568548426026955, 2.222385404624465e-6, 878.8621093428467, 2.4374063638867973e6, 0.37540536020811527, -0.11974470405360911, 0.0013320128313824362, 5095.976282125718, 2.439819671329165e6, 0.022482770759656334, -0.0047322969178788055]
2433.864525 seconds (752.67 M allocations: 82.803 GiB, 0.68% gc time)
Parameters from fit: [5.118444030986007e-6, 224.70077419255358, 2.433503768804762e6, 0.013376147913735644, -0.014600690405585311, 2.8787472965603522e-6, 365.2563377435921, 2.4336244087253846e6, 0.023604167175926165, -0.007568548426026955, 2.222385404624465e-6, 878.8621093428467, 2.4374063638867973e6, 0.37540536020811527, -0.11974470405360911, 0.0013320128313824362, 5095.976282125718, 2.439819671329165e6, 0.022482770759656334, -0.0047322969178788055]
Maximum log Prob from fit: -106.12768579739534
